claim,label
Robotic device winds its own way through beating pig heart.,true
"Eric Esshaki Says Haley Stevens� plan for �socialized medicine� would �eliminate 100,000 doctors and nurses.�",false
Whitman County 9th county approved for phase 2 reopening.,true
A Southern California mom experienced a near-miss abduction of her daughter by human traffickers at a local IKEA store.,unproven
"""Jeanne Shaheen Says Donald Trump's abortion rule """"puts at risk 15 times more funding and millions more women and families ... than previous similar policies by Republican presidents.""",true
Wisconsin has �no tracing program going on that we can speak of.,false
"Louisiana ranks 2nd for chlamydia, gonorrhea, syphilis rates.",true
Preventive Surgeries May Be Lifesaver for Women at High Cancer Risk,mixture
Prenatal Vitamins May Lower Autism Risk,mixture
"""In August 2020, Democrats removed """"under God"""" from the pledge of allegiance at the Democratic National Convention (DNC).""",mixture
2 new vaccines required for some Kansas school students.,true
Colorado farmers get home detention for 2011 listeria outbreak.,true
EPA proposes rewrite of rules on lead contamination in water.,true
Montana state Rep. Tom Winter announces run for US House.,true
"Mind-controlled prosthetic limbs allow precise, smooth movement.",true
George Soros experienced a life-threatening cardiac condition just before Christmas 2017.,false
Rally to demand continued transgender access to health care.,true
Allergy drug improves function in patients with chronic injury from multiple sclerosis,mixture
Alaska AG thinks hitting plane�s call button saved his life.,true
Advisers: Baltimore�s mayor still recovering from pneumonia.,true
�It�s not the coronavirus that�s killing people. It is the economy.�,false
University forensic science team reveals stories of the dead.,true
City asks judge to let case against OxyContin maker proceed.,true
Viral image Says the 2008 book �End of Days� predicted the current coronavirus outbreak.,false
"Castro vows to champion health care, housing during 2020 bid.",true
Smart air quality device and app helps you breathe easier,false
Fourteen NGOs oppose London Metal Exchange plans to ban tainted cobalt.,true
Baker takes aim at �surprise� bills in health care overhaul.,true
Improperly cleaned tanning beds are vectors for sexually transmitted diseases such as herpes.,mixture
"�This       is a prayer request for 2 year old Michael Novenche from New York.� The       email says he�s got a brain tumor, underwent surgery, but only a portion       of the tumor was removed and he is now going through       chemotherapy.�    ",true
New Inhaled Insulin Shows Promise for Diabetes,false
"Shut by COVID-19, Wyoming ski hill to reopen for summer.",true
We�re losing as many people to heroin and opioid overdoses as we lost to the AIDS epidemic at its peak.,false
Experimental Treatment May Help Relieve Back Pain,mixture
A New Approach to Treating Hair Loss,false
Overdosing is now the number one accidental killer in our Commonwealth.,true
The government will build 40 new hospitals.,mixture
Jane Fonda uses 80th birthday to help others with fundraiser.,true
J&J joins development of blood test that can spot 1 cancer cell in a billion healthy ones,true
Entering your PIN in reverse at any ATM will automatically summon the police.,false
"""Garbage Pail Kids' """"Corona Mona"""" predicted the coronavirus/COVID-19 pandemic.""",false
Soy food consumption linked to prolonged survival in some breast cancer patients,mixture
"Collection sites available for expired, leftover medications.",true
A photograph shows a homeless woman outside in the cold holding a dead baby.,mixture
Less than 5 percent of registered users in states allowing medical marijuana have cancer or AIDS.,true
"""In Wisconsin, """"6.2 percent of the population is black yet 24 percent of all state abortions are on African-Americans.""",mixture
Pictures and reports of �empty hospitals� prove COVID-19 spread is �fake crisis for real government planned agendas.�,false
"""Work burnout tied to """"emotional eating"""" in women: study.""",true
Most of these mass shootings take place in (areas) where you're not allowed to have a concealed weapons permit.,mixture
Sweet potato experts win World Food Prize.,true
"1-year-old daughter, wife of Congo�s Goma victim have Ebola.",true
Another man was responsible for the assault that Christine Blasey Ford described as being perpetrated by Judge Brett Kavanaugh.,unproven
A Squirt of Insulin May Delay Alzheimer’s,mixture
"Over 80 percent of our trade deficit today is with countries that are not trade agreement partners, that are not level playing fields for the United States.",true
"The U.S. government was sued and found culpable for the murder of Martin Luther King, Jr., but the news media refused to report it.",false
Lawsuit: Fertility doctor used own sperm to impregnate woman.,true
 A blog post titled �Two Droplets� tells the story of a Milwaukee man who suffered a chemical burn on the back of his hand from drain cleaner that has lead to a five-year�medical nightmare. ,unproven
Senator Elizabeth Warren has been on Risperdal since first being prescribed the drug in 2011.,false
�There were not chemical irritants� used to clear a crowd. Pepper balls are �not a chemical irritant.�,false
"  A couple of ethical             questions about abortion and judging character.             One describes a pregnancy that many would argue would justify an             abortion but the child turns out to be Beethoven.             The describes three world leaders and asks which you would vote for.             Their qualifications seem clear, but their identities are             surprising.  ",mixture
Warnings that someone is injecting poising into water bottles circulated on social media in March 2018.,false
Minnesota officials find THC in vaping illness cases.,true
Antigenics wins Russian approval of cancer vaccine.,true
Kate Spade New York fulfills $1 million mental health pledge.,true
"Apollo 11?s �amiable strangers� Armstrong, Aldrin, Collins.",true
France turns to speedy trains to catch up in virus response.,true
4th Legionnaires� disease death reported in North Carolina.,true
"A hotel cleaner in Las Vegas stole a millionaire's used condom from his room, became pregnant, and was awarded millions of dollars in child support for the scheme.",false
"Some of the colleges, including A&M, have already guaranteed that they will not increase their tuition.",false
Donald Trump has paid up to eight sexual partners to obtain abortions and sign nondisclosure agreements.,unproven
"""Planned Parenthood """"raked in more than $300 million in profits over the past four years.""",false
"""An """"alien mummy"""" was recently unearthed in a pyramid, and scientists cannot explain its origins.""",false
"When meeting President Donald Trump in July 2018, Queen Elizabeth wore a brooch given to her by former president Barack Obama.",false
"Science Says: Kate�s morning sickness brutal, not dangerous.",true
Marshalltown hospital will close obstetrics unit.,true
58% of coronavirus deaths in Scotland are from care facilities.,false
"""Celebrity chef Jamie Oliver proved that the meat in McDonald's hamburgers is """"unfit for human consumption"""" due to the use of beef trimmings treated with bacteria-killing ammonium hydroxide.""",mixture
Casual pot use causes brain abnormalities in the young: study.,true
South Africa prepares quarantine sites as coronavirus cases rise to 709.,true
A balloon instead of a knife: Sinuplasty for ailing sinuses,true
Irish rally for government action on abortion.,true
High-tech chestnuts: US to consider genetically altered tree.,true
New York ends religious exemption to vaccine mandates.,true
Pass the salt: The minute details that helped Germany build virus defenses.,true
We evaluate the claims made in a viral 2018 meme about the police shooting death of John Crawford III.,true
Canada says 12 dead in food poisoning outbreak.,true
"Cigarettes, coffee may lower Parkinson�s risk",false
Spending more taxpayer money on VISIT FL (or less) has not demonstrated a direct impact on tourism.,mixture
An X-ray shows hundreds of bubble tea pearls inside a teenage girl's stomach. ,mixture
UK panel says new three-parent IVF technique now safe for 'cautious use'.,true
Multivitamin and prostate cancer link studied,true
The Department of Health and Human Services has scheduled web site maintenance for Healthcare.gov on most Sundays during Obamacare open enrollment.,true
HETLIOZ� (tasimelteon) Demonstrates Efficacy to Treat Jet Lag Disorder in an 8 Hour Phase Advance Clinical Study,false
"""As part of legislative fights over abortion rights,�""""Mike Coffman co-sponsored a bill to redefine rape.""",true
A photograph shows four Asian giant hornets barely fitting on the palm of someone's hand. ,true
"""Planned Parenthood is """"nothing more than a referral service. � They don�t do anything except profit from killing babies and then selling body parts of those aborted babies.""",false
Lilly Anti-Clotting Drug Gets U.S. Priority Review.,true
"""Lizbeth Benacquisto's supporters """"would make (abortion) illegal in all cases, including rape, incest, even to save a woman's life.""",true
Cory Gardner is sponsoring a bill to ban all abortions right now.,mixture
New MRI method aids long-term concussion prognosis,false
CURE FOR CANCER? FDA ANNOUNCES NEW AGGRESSIVE DRUG ATTACKING ORIGINATING GENES,false
Acupuncture and Alexander Technique ease chronic neck pain better than usual care,mixture
Family relatives of former U.S. Attorney General Eric Holder own property used as an abortion clinic. ,mixture
"For women, caffeine could be ally in warding off dementia",mixture
No U.S. presidents elected before Donald Trump were racist.,false
Salina center�s therapy dogs help manage mental health.,true
FDA Rejects Health Claim for Green Tea,mixture
Chronic wasting confirmed in a captive elk in Clark County.,true
The Downside of a Cancer Study Extolling CT Scans,true
 Facebook removed a �Little Timmy Salutes the Flag� photo�of a boy saluting the American flag because some groups reported it as �offensive.� ,false
Scientists make significant breakthrough on superbug-killing antibiotic teixobactin,false
China investigates respiratory illness outbreak sickening 27.,true
"ANTIDEPRESSANTS DO WORK, AND MANY MORE PEOPLE SHOULD TAKE THEM: MAJOR INTERNATIONAL STUDY",false
"""Ken Cuccinelli Says Terry McAuliffe is """"the person who invented the scheme to rent out the Lincoln Bedroom.""",false
Outbreak at German slaughterhouse reveals migrants� plight.,true
Vaccine shows promising results for early-stage breast cancer patients,false
Updated deer regulations aim to halt chronic wasting disease.,true
"Tom DeLay Says Travis County, home to Austin, is the most liberal county in the United States.",false
" A message circulating across�social media, discussion forums and forwarded emails warns that while Americans were distracted by �Russian Spy Drama,� bills have been introduced to abolish the EPA, the Department of Education and public education, repeal the Affordable Care Act, criminalize abortion, and mobilize against sanctuary cities. ",mixture
When Republican extremists tried to take away abortion rights � Blake Rocap stopped them.,false
"""During a 1955 speech at West Point, General Douglas MacArthur told assembled cadets: """"The next war will be an interplanetary war. The nations of the earth must someday make a common front against attack by people from other planets.""",false
English Channel dolphins carry �toxic cocktail� of chemicals.,true
"Mars had the right stuff for life, scientists find.",true
President Obama is giving Mexico $75 million to build a wall on their southern border.,false
North Carolina county reports 19 cases of hepatitis A.,true
Facebook post Says the current survival rate for COVID-19 in the U.S. is �98.54%�,mixture
Congo minister's resignation over Ebola snub could unblock new vaccine.,true
Mississippi blues: The cost of rejecting Medicaid expansion.,true
An image purportedly showing a petri dish of bacteria grown after swabbing a mask worn by a child for twenty minutes proves that face masks are a health risk.,false
�We�re also using a sterilization process ? some great equipment that will sterilize masks up to 20 times per mask. So that�s like ordering 20 times more masks.�,mixture
Hospitals Fast-Track Treatments for Hip Fractures,mixture
British man becomes first to walk Amazon length.,true
"On Sept. 18, 2020, Twitter user @JohnCammo predicted that U.S. President Donald Trump would announce in October that he had tested positive for COVID-19.",true
"""House Minority Leader Nancy Pelosi said of the Affordable Care Act, in 2010: """"We have to pass the bill so that you can find out what is in it.""",mixture
"Cardiac stem cells from young hearts could rejuvenate old hearts, new study shows",false
Study: Asian carp could find plenty of food in Lake Michigan.,true
Trans teen�s war with his body started when he was just 10.,true
"""Jill Stein Says climate scientist James Hansen says """"we have until perhaps 50 years from now,"""" or maybe a little longer """"and at that point, we are looking at 10, 20, 30 feet of sea-level rise.""",false
NASA astronaut Christina Koch returns to Earth after record mission.,true
New Help to Free Legs From a Web,false
"EMS workers in New York City and on Long Island are receiving binding orders not to transport patients in cardiac arrest or those they are unable to resuscitate outside the hospital during the COVID-19 pandemic, effective as of April 2 2020.",unproven
"""Two altar boys were arrested for """"putting weed in the censer-burner.""",false
"Summer Zervos was paid $500,000 to fabricate her sexual harassment claim against Donald Trump.",unproven
�Wisconsin is the only state where all Republicans voted against protecting its citizens.�,true
"Re: (Marco) Rubio's support of earmark ban: In 2002 alone, he requested 37 earmarks worth $43 million.",true
�WEEKEND WARRIOR� WORKOUTS ARE BENEFICIAL AS JUST 20 MINUTES OF EXERCISE A DAY,true
114 Colorado schools split $10M for upgrades after shooting.,true
Tweaking brains with �smart drugs� to get ahead in Silicon Valley,mixture
Selfie medicine: Phone apps push people to take their pills,mixture
A college student wound up in a coma after ingesting two gallons of semen as part of a social media challenge.,false
"""John Whitmire Says the Texas Board of Nursing has a backlog of """"3,000 complaints against nurses, many of them sexual assaults, malfeasance.""",true
"""There have been 74 """"school shootings in America since Sandy Hook.""",false
EU official warns of extremists exploiting virus outbreak.,true
Wisconsin sanctions assisted living facility after death.,true
Kentucky health agency now without infectious diseases chief.,true
Generic heart medication shown to prolong ovarian cancer patients' survival,mixture
King County confirms 7th case of vaping-related lung disease.,true
Gambians file suit against ex-leader over alleged HIV �cure�.,true
"Northeast officials team up to push pot, vaping regulations.",true
FDA approves new combination treatment for acute myeloid leukemia,true
A meme contrasts the official statements of President Donald Trump and former President Barack Obama on the Notre Dame Cathedral fire.,mixture
Nursing home where 12 died after storm has license revoked.,true
A photograph shows a man who was diagnosed with eye cancer due to using his cell phone at night.,false
Tommy Lee wrote a scathing rant about Donald Trump and his followers.,false
Rapists are using small children who appear to be lost to lure victims to them.,false
Barack Obama �is the first ex-president to ever speak against his successor.�,false
Sting like a bee: alternative therapy in Gaza.,true
Women are not getting treated for menopausal symptoms,mixture
"""A passage from a speech JFK was supposed to deliver on the day he was assassinated stated that """"our duty as a party is not to our party alone, but to the Nation, and, indeed, to all mankind.""",true
Three Heart Tests Every Woman Should Know About,false
Covid-19 patients have been misdiagnosed as having pneumonia when they actually have a blood clotting condition called disseminated intravascular coagulation.,false
"""A male penguin searches an entire beach for the """"perfect pebble"""" to lay at the feet of his chosen female penguin.""",mixture
WHO panel calls for registry of all human gene editing research.,true
"""Suicide comes from federal government largesse """"saying you are not worth anything but you are going to get something for nothing.""",false
Viral image Says 20 million Chinese converted to Islam after it�s proven that the coronavirus doesn�t affect Muslims.,false
Oxygen therapy breathes new life into autism treatment,true
"Uganda clears three experimental Ebola treatments, watches for spread.",true
At least 42 fatalities tallied in California's deadliest wildfire ever.,true
"U.S. pediatricians back gay marriage, adoption rights.",true
"29 mass shootings have been committed by concealed carriers since 2007, while during this period only one (1) licensed civilian meaningfully intervened in a mass shooting.",mixture
Most Texans aren't millionaires.,true
"Under the current system, people on a work, study or family visa only pay a �400 surcharge to use the NHS.",true
New York City wants to ban cigarette sales to people under 21.,true
"A video documents that Planned Parenthood harvested the brain from a living, late-term aborted fetus.",mixture
"Every 20 seconds, a child dies because they lack access to clean water and sanitation.",mixture
0070031450 A1 is a US patent for BSE (mad cow disease).,false
Hundreds of cannabis workers fall ill in Albanian village.,true
"Dishonestly called 'Medicare for All,' the Democratic proposal ... would cost an astonishing $32.6 trillion during its first 10 years.",mixture
Six thousand people have sought addiction treatment through expanded Medicaid.,false
Noninvasive stimulation device can help prevent migraine attacks,false
Robotic prostate surgery may mean big trade-off,true
The Democrats filibustered the legislation that would�ve resulted in this shooter being in federal prison instead of murdering those innocents in that Texas church.,false
Older women with healthy bones may not need frequent bone scans,false
An aspirin a day � for years � may keep colon cancer away,true
A Vox infographic calculated Republican lawmaker deaths against lives potentially saved by their effects on healthcare policy.,false
Acupuncture Might Treat Certain Kind of Lazy Eye,mixture
UN health chief warns of �very high� risk of Ebola spread.,true
"""Sen. Joe Biden told an audience which included hundreds of African Americans that Republican economic policies would """"put y'all back in chains.""",true
More than 1000 Lives Reported Saved with Help of EVZIO� (naloxone HCl injection) Auto-injectors,mixture
"Coons, US Senator from Delaware, will face primary challenge.",true
UK rejects Merck's Keytruda as initial treatment for lung cancer.,true
"""For educational testing, Florida """"has chosen a company that has a significant history of promoting identification of the GLBT lifestyle for children as young as seven years old.""",mixture
"""A 23-year-old woman named Ava Roberts has become """"the youngest female African-American doctor.""",unproven
"""South Carolina state Senator Thomas Corbin told a colleague at a dinner function that women are a """"lesser cut of meat.""",true
 � This is a forwarded email that warns not to eat tilapia because it comes from China.   ,false
A priest with HIV who raped children was exonerated by the Catholic Church and then crucified.,false
The path to ObamaCare becoming law all started with Charlie Crist supporting President Obama's $787 billion stimulus.,false
"Diesel vehicle refits costly and could affect performance, Volkswagen says.",true
"After brain surgery, Jimmy Carter returns to hometown church.",true
Opponents drop bid to block California vaccination law.,true
"FDA approves new, targeted treatment for bladder cancer",true
F.D.A. Approves Heart Drug Entresto Said to Cut Death Risk by 20%,true
Telephone customers returning one-ring calls from foreign phone numbers are charged hefty fees.,mixture
A column written by Clinton adviser-turned-opponent Dick Morris pointed out details elided in a 2007 Hillary Clinton campaign ad narrated by President Bill Clinton.,mixture
DMAU: MALE BIRTH CONTROL PILL OFFERS 'UNPRECEDENTED' STUDY RESULTS,mixture
The DOJ changed the definition of domestic violence on their website without explanation.,true
A photograph shows insects embedded in a dog's mouth.,true
Patients with drug-resistant malaria cured by plant therapy developed at WPI,mixture
Scientist: Complaints about rodent infestation led to firing.,true
"""Donald Trump said veterans suffering from PTSD are """"weak,"""" """"unfit,"""" and """"can't handle"""" military service.""",false
Indonesia transport minister confirmed to have coronavirus as cases climb.,true
"""An image shows an advertisement for a """"legally edible"""" meat product called """"boned rolled pig.""",false
"Linda Collins-Smith, a former Arkansas politician who was shot to death in June 2019, was about to testify against Hillary Clinton.",false
"""Cuts in local government and school funding in John Kasich�s budget caused """"many communities to seek school levies, local tax increases, layoffs.""",mixture
Four killed in attacks against Ebola response centers in Congo.,true
Products from Pepsi and other major food producers are 'manufactured using the tissue of aborted human babies.',false
Dryer sheets permeated with fabric softener contain at least seven dangerous toxic chemicals.,false
Testosterone therapy provides protection against cardiovascular disease in men with low testosterone,false
Special Report: FDA targets e-cigs that hook teens but don't help smokers quit.,true
"Science should find aliens, halt cancer: survey.",true
Fungus Got Your Toes? Zap It,true
The media �pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus.,false
Sexual health report says $25 per woman per year would reduce deaths.,true
"U.S. judges stop Texas, Ohio, Alabama from curbing abortions during coronavirus crisis.",true
"""Senator Dianne Feinstein said that """"All vets are mentally ill and the government should prevent them from owning firearms.""",false
"""Hospitals have already begun layoffs, a direct result of Republican inaction"""" on Medicaid expansion.""",mixture
"""Herman Cain Says """"in Canada, the number of CT scan machines per 1,000 people is like one-tenth of what we have here in this country. That's why people have to wait.""",false
Allergan Receives FDA Clearance For the CoolSculpting� Treatment To Improve Appearance Of Lax Tissue In The Double Chin,false
Rural doctor shortage prompts opening of medical school.,true
Alexandria Ocasio-Cortez�graduated cum laude from Boston University's College of Arts and Sciences in 2011.,true
"""The General Assembly """"has no explicit constitutional authority to impose income, sales, estate and the myriad of other taxes upon us.""",true
"Cuomo�s 2020 agenda: Fight hate, help planet, legalize pot.",true
"""Congress """"quietly"""" passed legislation allowing authorities to raid private property with no warrant.""",mixture
CDC removes unusual guidance to doctors about drug favored by Trump.,true
Jay Goyal Says there are more federal dollars in Gov. John Kasich's budget plan than in the previous state budget.,false
"""A dangerous new drug known as """"gray death"""" can kill through the air and skin contact.""",true
Trump proposes reduction of drug costs under Medicare.,true
"As the Democrats finally maxed out their government spending credit card Monday, Kurt Schrader continued to stand with his party leaders in failing to offer any viable long-term solution.",false
97 percent of the work that Planned Parenthood does is about mammograms and preventative health.,mixture
"Georgia has had 12 school shootings in the two years since the mass killing at Sandy Hook Elementary School, more than any other state.",false
"""Sotomayor """"ruled against the white firefighter � Ricci and other white firefighters � just on the basis that she thought women and minorities should be given a preference because of their skin color and because of the history of discrimination in the past. The law was totally disregarded.""",false
100% Pure? New Zealand's deteriorating water raises a stink.,true
"Singer Elvis Presley received a polio vaccination live on television in 1956, which raised vaccination rates in the United States by a startling amount.",mixture
"In a period of roughly 72 hours, a small group of angry black students managed to force the resignation of the two highest ranking officials at that school.",mixture
"Posthumous sperm donation should be allowed, say UK experts.",true
Mississippi governor signs �heartbeat� abortion law.,true
Short Course of Antibiotics Not Best for Kids' Ear Infections,false
"Feminist icon Gloria Steinem adored, reviled in divided Ohio.",true
Brain scans predict which dyslexics will read.,true
AIDS Drugs Show Prevention Promise,false
"""In the late 1800s and early 1900s, Louis Vuitton sponsored """"human zoos"""" in which black people were put on display like exotic circus animals.""",unproven
UN climate report: Change land use to avoid a hungry future.,true
Women who eat lots of fiber have less breast cancer,true
Weight-loss drugs may harm developing brain: study.,true
"""Marijuana is a Schedule I drug, """"which you understand means that you can�t do any research about it.""",false
First-Ever Rapid Response Test for Levels of Bifidobacterium in Baby's Gut Microbiome,false
"Cairo, the city that never sleeps, shuts for coronavirus night-time curfew.",true
FDA approves new drug to treat aggressive breast cancer,mixture
"""Austin is """"effectively"""" imposing """"a ban on barbecue restaurants.""",false
"""When the Milwaukee County mental health facility is full, """"cops sit out there in their squad cars with a mentally ill patient"""" �and sometimes """"spend an entire shift out there doing that.""",false
A New York man has allegedly infected 240 people with the HIV virus by sleeping with men and women.,false
"McDonald's to offer first-ever organic burger, in Germany.",true
A scientific study shows the death of Alfie Evans was caused by aluminum additives in vaccines.,false
India charges Muslim leader with culpable homicide for coronavirus surge.,true
One-day fight against herpes,mixture
The Trump administration has had �zero unfulfilled equipment and supply requests from state governors.�,false
"In April 2020, the Himalayas were visible from northern India for the first time in 30 years.",mixture
Our (COVID-19) numbers are better than almost all countries.,false
I spent only $36.29 on my campaign for governor.,true
Ovarian Tissue Transplant Can Help Some Women Have Kids After Cancer Treatment Researchers in Denmark report a success rate of about 30 percent,true
"Zero Planned Parenthood facilities are licensed to do mammograms. Planned Parenthood, women don�t need you!",mixture
"""More than two months ago President Barack Obama signed a bill for more than $1 billion in Zika funding, but """"the federal government has still only committed $7 million"""" to help Florida.""",mixture
New research suggests that Marmite helps combat premature ejaculation.,mixture
The facts show that approximately 40 persons on death row have had all of their appellate review completed and await only the governor's signature on a death warrant to end the case.,true
Actress and comedian Sherri Shepherd has died of a heart attack.,false
Swiss study suggests diabetes drugs double fracture risk.,true
Some 18 million 'illegal immigrants' received benefit checks during a government shutdown in January 2019.,false
Pakistan issues health IDs for trans people to improve care.,true
Drug OK�d to Fight Breast Cancer Relapse,true
"""Luis Gutierrez Says under the Senate immigration bill, newly legalized immigrants will """"pay every tax possible, but you don�t get a single benefit"""" for 10 years.""",true
Nancy Pelosi Says President Donald Trump is �morbidly obese.�,false
"""The """"Blue Whale"""" suicide game has been responsible for more than 130 suicides in Russia.""",unproven
Thousands of schizophrenics might be alive if they had been on clozapine,false
Some Kenyan nurses refuse coronavirus patients in protest over shortages: union.,true
"Quake hits Zagreb, PM urges social distancing as residents flee buildings.",true
Middle-East resident diagnosed with MERS in Britain.,true
"""Americans for Prosperity: Florida Says�""""Patrick Murphy�s �Pay More� energy agenda means you could pay another $500 a year for your utility bills!""",false
 Leftover onions become poisonous after just a day because they�re magnets for bacteria. ,false
 Steve Burns from �Blues Clues� has died in a car accident. ,false
Genetic testing helps set safe dose of common blood thinner,true
Plavix Can Help Cut Death Risk in Certain Heart Patients,false
I've shut down pill mills.,false
Gay juror's ouster forces new U.S. pharma trial.,true
FDA says generic Wellbutrin OK despite reports.,true
"Nike workers in Vietnam earn 20 cents per hour, work 70 to 80 hours per week, and are 80 percent female.",mixture
Navajo Nation residents to be under strictest lockdown yet.,true
Radiation prior to surgery reduces risk of secondary tumors in early-stage breast cancer,mixture
"""Police in Charlottesville were issued a """"stand down"""" order and told to let violence happen.""",false
"Vaccine shows protection against gonorrhea for first time, study says",true
"�Survive, not enjoy�: Heat, humidity gripping half the US.",true
Study shows first signs that ADHD drug may improve cognitive difficulties in menopausal women,false
"Science Says: Why scientists prize plant, animal genomes.",true
China says child deaths not linked to hepatitis vaccine.,true
U.S.-UK alliance targets the world's deadliest superbugs.,true
"""The California governor """"says yes to poisoning more children with mercury and aluminum"""" in vaccines.""",false
"""Oregon concealed gun applications include """"home phone numbers, home address, Social Security numbers, what kinds of guns you have in the house � whether you were dishonorably discharged from the military, what controlled substances you are taking and �were you ever accused of -- accused, mind you -- of stalking.""",true
" Claims that after successfully unlocking one of the San Bernardino shooter�s iPhones the FBI spilled water on it, rendering it useless, have gone viral. ",false
London council confiscates breast milk ice cream.,true
The family of a terminally ill boy is asking people to send him Christmas cards.,mixture
"""H. L. Mencken wrote that eventually """"the White House will be adorned by a downright moron.""",true
How to diagnose systemic infections much more quickly and reliably,mixture
The dark side of eye surgery,false
"""In August 2020, news outlets reported the """"escape"""" of """"nuclear cannibal ants"""" from a bunker in Russia.""",mixture
"""Crime is up"""" in New York City under Mayor Bill de Blasio's leadership.""",false
"A year after Michael, Florida community still in crisis.",true
The crowd (in Las Vegas) fled at the sound of gunshots. Imagine the deaths if the shooter had a silencer ...,false
"A zookeeper in Paderborn, Germany, was killed when an elephant defecated on him.",false
"COVID-19�s �contagion probability� between two people is 70% if the carrier is not masked, 5% if the carrier is masked, and 1.5% if both parties are.",false
Covid-19 is now the leading cause of death in the United States.,mixture
"�Taxpayers spent $70,000,000 to develop this drug ( remdesivir).",true
University studies cancer risk and testing for black women.,true
"""James Dobson Says Ted Cruz�s�wife Heidi """"will be the very first pro-life first lady.""",true
Texas guard Andrew Jones diagnosed with leukemia.,true
Europe is epicenter of coronavirus pandemic: WHO.,true
"""A """"majority of our students are trapped in"""" underperforming schools.""",false
Arkansas farmer seeks to save historic turkey breeds.,true
Muslims demanded the U.S. Army change its dress code to allow beards and turbans.,false
"""Rick Perry Says Houston is """"home to more doctors, more nurses, more researchers than any other place in the world.""",false
"Penn State creates food packaging material from wood, shells.",true
Gas will reach $4 a gallon under a cap-and-trade plan.,false
A photograph shows an improperly displayed American flag outside of a Quality Inn hotel in May 2019. ,mixture
"Environmentalists, state officials disagree on toxin limits.",true
McHenry County to give teachers youth mental health training.,true
" There�s buzz that Crest Pro Health Tooth Paste contains blue beads, or polyethylene, that can become lodge in your gums, allowing bacteria to enter. ",mixture
A judge cut fifteen years off the sentence of a man convicted of lewd acts with a 3-year-old girl because the perpetrator claimed the child had 'asked to be raped.',false
"Jets QB Sam Darnold cleared to play, will start vs. Cowboys.",true
Castro meets with Nevada Latino leaders ahead of 2020 bid.,true
Facebook post Says Wisconsin Gov. Tony Evers �wants to force residents to fund Planned Parenthood abortion business.�,false
Impact of first federally funded anti-smoking ad campaign remains strong after three years,mixture
Ewe now have sheep in new program at Tuscaloosa school.,true
Illinois patient�s death may be first in US tied to vaping.,true
Mass COVID-19 testing underway at stricken Belgian care homes.,true
"GSK upbeat on heart drug, cancer vaccine despite setbacks.",true
"For New York hospital's patients, miniature horses are a strong medicine.",true
"""A recent report from the president's deficit commission was """"completely empty"""" on controlling health care costs.""",false
"Since 9/11, right-wing extremists (incl anti-abortion, anti-gov) have killed more Americans than Islamic extremists.",mixture
 Parents should be on the lookout for a new street drug that looks like gummy bears that could�be given out as Halloween candy. ,false
"For weight loss, add sleep and relaxation to diet and exercise",false
Breast Cancer Drug Looks More Promising,mixture
Muslims� disturbing plan comes out after grocery stores go bare to prepare for Irma.,false
Routine screenings prevent cervical cancer in elderly women,mixture
Jury deliberations to resume latest meningitis outbreak case.,true
Tumor profiles can help improve treatment,true
"U.S. companies, labs rush to produce blood test for coronavirus immunity.",true
"""President Obama�s health care law """"represents a government takeover of health care.""",false
"""Tweets Says Rudy Giuliani """"bought $2M in shares of Novartis, a primary supplier of hydroxychloroquine"""" in early February.""",false
Officials study link between rain and bacteria in water.,true
"Salt lamps, because they emit negatively charged ions, impart myriad health benefits including reduced anxiety, improved sleep, increased energy, and protection from an �electric smog.�",false
Cutting-edge immunotherapy treatment approved for another deadly cancer,mixture
"Global life expectancy rises, but people live sicker for longer.",true
"""NARAL Pro-Choice America Says Scott Walker """"said that forcing women facing abortion to get invasive ultrasounds was 'just a cool thing.'""",false
Drug testing welfare recipients (and then disqualifying those who fail from collecting benefits) is an effective method for saving taxpayer money.,unproven
"Farmer enters plea, will serve probation in dead cow case.",true
Donald Trump ex-wives admitted that the Republican Presidential candidate forced them to have abortions.,false
Robotic help at heart of hospital�s bypass surgery initiative,false
"""Several cities have started to use """"silent fireworks"""" in order to make the shows more enjoyable for children, pets, and people with PTSD.""",mixture
There is no reason for anybody to be losing any of their current benefits under Medicaid.,false
"Tremors worsen on New Zealand volcano island, prevent recovery of bodies.",true
"Of the Trump administration�s European travel restrictions that exempt the U.K.: �Well, you can just get into the Chunnel, and you�ll be in the U.K.�",mixture
"""Bubble baby"""" stem cell treatment looks like a cure""",false
"Only 56 coronavirus deaths a day was enough to collapse the world economy, even though thousands of people die daily from tuberculosis, hepatitis B, and other diseases.",false
A paramedic saved the doctor who saved his life as a baby.,true
Celebrity suicides highlight troubling trend in midlife.,true
" This email lists seven alleged court decisions in various states in the U.S. that awarded large cash awards to people under apparently absurd circumstances, including occasions when they were responsible for their own injury or loss.� Later versions say these court cases have won the �Stella Award,� named after an elderly woman who won a large award from a lawsuit against McDonalds�s. ",false
"U.S., European health agencies to partner drugmakers in coronavirus fight.",true
A double standard was at play in the FBI's raid of the office of Donald Trump's lawyer but not Bill Clinton's.,false
"""Kelly Ayotte """"has voted to defund Planned Parenthood"""" six times.""",true
This Chef Lost 50 Pounds And Reversed Pre-Diabetes With A Digital Program,mixture
Law enforcement's search for a prolific counterfeiter of one-dollar bills lasted ten years.,true
